,Attr1,Attr2,Attr3,Attr4,Attr5,Attr9,Attr13,Attr15,Attr19,Attr20,Attr21,Attr27,Attr28,Attr29,Attr30,Attr32,Attr37,Attr39,Attr41,Attr42,Attr43,Attr47,Attr52,Attr55,Attr57,Attr59
2660,0.30233,0.28759,0.69091,3.4024,68.368,3.9917,0.097578,269.5,0.092927,0.0,1.063,463.74318304165,32.133,2.3843,0.050218,28.991,123.30431402769354,0.092928,0.024612,0.092927,80.884,0.0,0.079427,167.38,0.42438,0.0
2661,0.089201,0.12628,0.22244,2.796,38.585,1.2824,0.10997,326.85,0.087084,27.021,1.1213,263.93,0.34028,3.5969,0.0049,38.514,124.1842002212529,0.084662,0.030505,0.084719,63.032,29.52,0.10552,879.22,0.10209,0.0
2662,0.030314,0.79266,0.21022,1.3039,49.975,1.4681,0.034288,5747.6,0.026157,2.8238,2.2187,3.1304,2.1452,3.7614,0.53834,178.88,9.0967,0.038503,0.39668,0.037239,222.54,2.9368,0.49008,1213.5,0.14621,0.47221
2663,0.039632,0.35188,0.04096,1.1679,-198.39,0.20618,0.26918,2314.1,0.22604,28.875,1.0658,1.415,0.057277,3.4437,1.1644,439.41,3.5173,0.017342,0.53127,0.063938,73.779,29.384,1.2039,113.78,0.061149,0.11781
2664,0.009071,0.63819,0.057585,1.1554,-59.541,0.88985,0.050871,5145.9,0.013639,74.629,0.85265,3.3295,0.10068,4.1664,0.71003,151.75,1.5137,-0.00141,0.42751,0.018688,165.77,74.524,0.41575,844.74,0.025071,0.4494
2665,-0.005185,0.38267,0.99186,318.82,741.58,0.33895,-0.015298,-26938.0,-0.015298,280.55,1.3576,-11.238,197.63,2.6116,-0.21275,3.2085,2.2296,-0.047444,-0.79333,-0.047437,581.72,267.84,0.00879,405.53,-0.008399,0.5336
2666,0.49805,0.16522,0.74644,5.5612,223.43,1.5281,0.3394,116.27,0.3261,22.515,1.4689,464.0883905792032,8.3025,3.7175,-0.2915,56.367,121.08031819108784,0.30653,0.01122,0.30791,69.825,32.467,0.15443,3894.5,0.59662,0.0
2667,0.13563,0.46398,0.56646,2.3263,20.46,5.5344,0.02495,1226.5,0.024506,16.112,0.80422,2.7666,87.837,3.4848,0.079362,29.277,123.15961671085996,0.037904,0.074892,0.036871,62.595,16.747,0.080212,1729.7,0.25302,0.0
2668,0.085095,0.068062,0.91154,14.393,247.32,0.97577,0.11802,215.72,0.10814,112.4,0.90882,120.62,44.68,4.1817,-0.43592,27.881,110.70222157165782,0.086841,0.023985,0.087061,179.79,123.09,0.076386,13850.0,0.091309,0.0
2669,0.062107,0.27772,0.67135,3.4174,61.42,3.521,0.026557,1084.1,0.024177,7.4322,1.036,4342.4,13.183,3.3843,-0.016446,29.498,123.27463800656568,0.024019,0.10396,0.02291,62.059,7.6152,0.080816,1626.3,0.085988,0.0
2670,0.075275,0.34622,0.19618,1.6031,13.804,1.0406,0.070911,1102.3,0.046562,28.816,1.3713,0.56716,0.40996,4.4409,0.14456,76.424,18.816,0.054503,0.08929,0.054503,89.962,29.986,0.20938,5414.7,0.118,0.03281
2671,0.037938,0.080153,0.8805,13.979,183.65,1.0962,0.048776,547.16,0.039102,109.14,1.0579,0.63426,17.042,3.6669,-0.054544,22.722,120.809097954923,0.005909,0.23048,0.000901,268.43,109.79,0.062252,4088.9,0.041244,0.0
2672,0.006528,0.1491,0.32374,3.3146,90.886,1.0143,0.052973,1336.2,0.013239,38.882,0.8847,0.050319,0.60357,4.3237,0.12094,67.35,41.347,0.004961,0.14265,0.004961,165.83,39.439,0.18452,6822.5,0.007681,0.010864
2673,0.15839,0.11227,0.59734,18.067,323.35,0.80671,0.25458,199.53,0.24005,16.971,1.1863,181.25,1.6247,3.8027,-0.52295,20.174,121.17822039024576,0.21503,0.020196,0.21517,43.717,21.621,0.055271,3792.9,0.17842,0.0
2674,-0.12909,0.82743,-0.27977,0.66086,-144.62,0.91908,-0.077659,-2773.3,-0.10346,82.261,1.1127,-0.81449,-0.61511,4.3838,0.58402,197.35,92.178,-0.088619,-0.30879,-0.088619,139.03,75.604,0.54069,-6769.5,-3.0981,0.059659
2675,0.039306,0.082114,0.78233,10.527,429.36,1.0802,0.11216,457.84,0.083483,98.544,0.89479,0.80296,5.7715,4.6912,-0.18673,55.466,85.09233976249013,0.074336,0.044901,0.074336,420.93,106.44,0.15196,38419.0,0.043305,0.0
2676,0.015396,0.42659,0.61115,2.5717,18.943,1.9288,0.007982,10113.0,0.007982,95.481,0.85253,0.94024,20.566155828166647,2.6423,0.12485,73.564,123.28260285997534,-0.000259,0.29223,0.025227,153.12,95.456,0.20155,268.18,0.026849,0.0
2677,-0.020378,0.77437,-0.13757,0.80782,-138.77,1.4111,0.003254,61564.0,-0.014441,35.579,0.81292,0.0,-0.32618,4.0835,0.48988,219.59,28.274,0.007438,1.0338,0.0,83.09,42.196,0.60162,-1667.2,-0.090317,0.069081
2678,0.085044,0.7301,0.16233,1.3657,-29.621,1.8375,0.069203,2095.7,0.05969,57.357,2.108,2.348,0.41217,3.7437,0.36244,96.353,1.1095,0.085005,0.1386,0.086045,105.59,62.686,0.26398,899.63,0.3151,1.06
2679,0.021638,0.50947,0.075823,1.2148,13.778,1.0263,0.043362,4178.7,0.026884,12.441,1.2591,23.949,0.13277,3.6271,0.29831,126.89,124.15745362957504,0.010406,0.41133,0.023752,79.296,12.572,0.34765,321.31,0.044111,0.0
2680,-0.1392,0.43356,-0.010569,0.97499,-91.653,0.87766,-0.075562,-1952.2,-0.12287,96.628,0.90591,-0.81795,-0.017976,4.0027,0.39195,126.19,11.686,-0.093197,-0.28952,-0.093197,134.48,84.806,0.34574,-106.35,-0.26204,0.020624
2681,0.23534,0.080099,0.52988,7.8473,306.22,1.5326,0.79231,61.686,0.49382,47.298,1.2118,7.0087,1.3492,5.4306,-0.025013,72.367,195.24,0.45731,0.005825,0.45731,146.42,72.488,0.19827,142810.0,0.34299,0.003954
2682,-0.16865,0.60634,0.21873,1.3835,-10.794,3.3718,-0.042028,-1561.8,-0.050018,34.664,0.86053,-4.6418,1.0369,2.7576,0.17852,55.552,125.26366780220192,-0.11134,-0.17903,-0.041472,83.85,31.191,0.1522,125.19,-0.42842,0.0
2683,0.09917,0.53416,-0.11567,0.59737,-171.5,1.1782,0.26118,1069.6,0.14293,65.713,1.4501,2.445,-0.13964,4.6147,0.75837,177.02,0.18619,0.20752,0.07724,0.20752,86.389,77.425,0.48499,-4763.4,0.45418,1.1306
2684,0.006632,0.61257,0.2522,1.4553,7.5024,5.3913,0.019647,2110.8,0.00123,8.3813,0.99725,2.8116,1.3009,2.135,0.076968,37.418,11.64,-0.002277,0.18635,0.001907,39.99,8.3623,0.10251,34.416,0.017117,0.15131
2685,0.1179,0.61729,0.039818,1.0763,-37.827,1.0986,0.10037,1161.0,0.077317,41.291,1.409,0.99153,0.090834,4.4236,0.27791,108.22,3.5918,0.090254,0.092638,0.090254,90.68,45.362,0.2965,1056.0,0.3151,0.25515
2686,0.10104,0.67624,0.13054,1.195,-18.735,2.7409,0.062613,1438.3,0.04524,34.121,1.0237,2.5543,0.6526,3.8988,0.20121,93.071,123.84541350479708,0.04217,0.093429,0.070651,88.79,35.623,0.25499,1034.0,0.31209,0.0
2687,-0.056484,0.84783,0.063073,1.0744,-23.483,0.99272,-0.007111,-11873.0,-0.01541,29.711,0.66472,-0.069358,0.70789,4.3698,0.21507,83.812,125.46960669397664,-0.006987,5.7949,-0.006987,84.424,29.495,0.22962,1478.1,-0.81488,0.0
2688,0.11677,0.063602,0.59443,10.405,56.86,1.0315,0.078239,166.83,0.068325,64.091,1.0713,0.74056,1.7362,4.7906,0.006083,13.38,865.34,0.071792,0.014389,0.071792,121.55,66.112,0.036657,36702.0,0.13055,0.000446
2689,0.036357,0.64219,0.21173,1.8054,55.413,0.8742,0.12456,2152.7,0.053705,35.617,1.0877,2.5234,0.40302,4.3328,0.72764,113.33,2.1496,0.031406,0.19518,0.054608,193.28,36.772,0.31049,4556.2,0.10161,0.50618
2690,0.10012,0.35431,0.64944,3.4017,48.486,1.0781,0.080908,897.07,0.06997,86.666,1.0343,0.87636,8.1032,4.2028,0.14738,59.722,5.9216,0.081286,0.070888,0.081286,168.33,93.436,0.16362,10361.0,0.15669,0.13129
2691,0.14261,0.49403,0.33427,1.6766,14.559,1.105,0.10585,937.56,0.087425,51.999,1.5009,1.0438,1.9468,5.022,0.17642,109.66,88.40022852383947,0.094462,0.079184,0.094462,129.48,57.459,0.30044,35163.0,0.32695,0.0
2692,-0.427,0.92422,0.080343,1.0877,-98.465,1.9469,-0.21378,-810.51,-0.21932,130.42,1.019,-1988.0,23.309,2.8266,0.46261,140.88,125.21791959063088,-0.21921,-0.074057,-0.21921,176.61,106.97,0.38598,53.891,-5.6349,0.0
2693,0.076698,0.48821,0.11687,1.2394,-67.502,1.1418,0.13218,1489.4,0.11025,104.34,0.82055,1.4223,0.29594,5.0872,0.42278,224.78,110.03225163473245,0.12456,0.12105,0.12456,200.22,119.14,0.61585,14287.0,0.15419,0.0
2694,0.17068,0.71055,0.087794,1.1322,-12.986,1.1576,0.13478,1317.1,0.11682,21.589,1.5095,1.5075,0.35412,4.304,0.48631,192.11,14.388,0.13023,0.1079,0.13023,176.4,24.99,0.52632,1768.1,0.58966,0.15983
2695,0.45157,0.33368,0.45421,2.9412,27.245,1.1025,0.16619,201.27,0.15342,19.846,1.2997,1.0199,1.4567,3.7003,0.022949,25.86,4.9169,0.092504,0.02862,0.092504,42.93,21.88,0.070849,2277.9,0.6777,0.14963
2696,0.14689,0.76688,0.22586,1.2945,31.586,1.4219,0.10524,1870.7,0.10331,29.163,1.6581,39.182,31.115,3.8076,0.37752,220.0,123.33750648401411,0.10517,0.16741,0.10546,195.55,32.591,0.60273,1450.1,0.6301,0.0
2697,0.079071,0.27394,0.47991,2.7519,59.64,1.0623,0.078613,827.7,0.051483,58.118,1.2096,0.56389,1.9497,3.9823,0.1181,69.119,120.22289390573673,0.053084,0.073065,0.053084,156.51,61.737,0.18937,4607.6,0.12566,0.0
2698,0.13406,0.10941,0.48397,5.5714,98.38,1.7592,0.13377,169.7,0.086876,11.591,1.071,4.5878,1.1799,3.959,-0.056537,24.149,120.544499230474,0.090405,0.014974,0.091554,76.27,12.743,0.066163,4403.3,0.15053,0.0
2699,0.000824,0.84075,-0.38436,0.51545,-201.88,1.2418,0.061471,4020.0,0.000663,69.01,1.0677,1.023,-0.6502,5.5672,0.67365,241.2,272.166529853796,0.033373,0.25289,0.028433,115.51,71.392,0.66081,-141870.0,0.005174,0.0
2700,0.01169,0.61582,0.17488,1.3403,-3.2193,1.1461,0.041165,4764.4,0.016123,53.456,1.1288,2.3668,0.56206,3.5293,0.36714,168.11,123.77948743595276,0.026264,0.33994,0.027647,151.93,54.897,0.46056,591.6,0.030429,0.0
2701,0.27056,0.53463,-0.12592,0.76446,-38.801,1.1475,0.2168,375.21,0.12346,11.116,1.799,1.572,-0.21296,4.6123,0.21359,93.347,130.45752571465877,0.13699,0.03181,0.13699,58.465,12.756,0.25575,-5157.4,0.67863,0.0
2702,0.070528,0.44446,-0.040797,0.90821,-59.681,1.1139,0.11985,792.03,0.054954,40.768,1.2032,1.1524,-0.068413,5.2755,0.25517,105.73,133.0292269377836,0.10346,0.050786,0.10346,83.511,45.411,0.28968,-7693.7,0.13181,0.0
2703,-0.26621,0.87719,-0.19914,0.75089,-274.03,0.86755,-0.22958,-1528.6,-0.29177,222.86,1.224,-1.5144,-0.49816,4.4263,0.94313,277.44,0.55481,-0.17456,-0.28132,-0.17456,233.01,193.35,0.76012,-5314.0,-2.7168,0.79405
2704,0.041393,0.31341,-0.013541,0.89958,-32.836,0.50291,0.18684,1217.4,0.083398,15.068,0.95757,2.8877,-0.015411,3.9701,0.58688,111.82,0.56305,0.12477,0.090297,0.12661,73.988,17.216,0.30635,-126.39,0.060287,0.26007
2705,0.13031,0.52789,0.27244,1.5161,16.332,1.0709,0.075493,832.02,0.061137,3.9815,1.4974,0.74624,1.3644,4.7706,0.08433,67.268,108.30141875803062,0.069681,0.067323,0.069681,49.986,4.2639,0.1843,16065.0,0.40976,0.0
2706,0.22703,0.3536,0.24926,1.7296,-12.351,1.1575,0.14689,397.77,0.12762,25.752,1.2334,1.5532,0.6093,4.8609,0.15115,65.346,36.356,0.13418,0.034296,0.13418,68.366,29.809,0.17903,18097.0,0.39927,0.021046
2707,0.038664,0.40739,0.2594,1.7896,-10.859,0.9503,0.070112,2231.8,0.053202,25.615,1.9044,2.6503,0.62953,5.5915,0.4287,167.93,6.61,0.24857,0.15018,0.078245,143.72,33.794,0.4561,1.7896,0.0,0.13295
2708,0.089808,0.39283,0.29071,3.0871,18.419,1.1492,0.16609,889.55,0.11961,92.716,1.2005,1.5345,0.51003,4.464,0.3171,60.206,0.72371,0.13353,0.073932,0.13353,128.48,106.55,0.16495,8461.7,0.19709,0.55641
2709,0.41136,0.24191,0.39906,2.7942,108.91,1.7142,0.32473,158.62,0.2997,8.0789,1.8346,160.03,1.0543,3.3169,0.038643,67.01,29.935,0.29324,0.014461,0.30026,93.309,11.431,0.18359,827.74,0.54263,0.025714
2710,0.18122,0.3759,0.41656,2.6921,107.53,1.1793,0.19279,629.85,0.16084,42.747,1.2587,1.7969,1.2351,5.1152,0.0795,93.784,4.0886,0.15237,0.059339,0.15237,118.82,50.412,0.25694,54316.0,0.29831,0.21355
2711,-0.040485,0.82816,0.090195,1.1565,-37.42,1.0268,0.011604,17189.0,-0.032212,56.774,1.1862,0.24764,0.27052,4.8626,0.51315,142.56,1.7115,0.024117,0.26448,0.024117,148.15,58.298,0.39057,6572.6,-0.23805,1.4804
2712,0.42489,0.22591,0.67382,4.1465,4.5849,2.5285,0.21277,153.27,0.20793,93.503,1.5841,76.531,6.0146,3.8675,0.078986,38.758,119.9541049745522,0.20239,0.014292,0.20355,124.32,117.23,0.10618,4966.9,0.54889,0.0
2713,-0.23942,0.77136,-0.071795,0.9063,-163.61,0.85359,-0.32956,-1365.7,-0.37423,19.416,0.71113,-1.7473,-0.23498,4.9406,1.1315,381.64,129.58,-0.2047,-0.25333,-0.2047,242.52,16.574,1.0456,-6262.2,-1.4968,0.0319
2714,-0.079421,1.0779,-0.17905,0.8339,-358.72,0.86819,-0.085526,-5298.8,-0.091479,112.82,1.2501,0.0,-1.7708,3.6356,1.1797,486.4,126.75174134671016,0.000152,6.952,0.0,206.71,121.09,1.3326,-773.73,1.019,0.0
2715,0.032187,0.88292,0.11708,1.1326,-131.57,1.1545,0.073406,3802.7,0.072571,0.60144,1.7906,6.7489,11.73917348164268,3.5472,0.54765,305.04,124.12721590843432,0.084918,0.2994,0.08431,78.539,0.65725,0.83574,412.73,0.27491,0.0
2716,0.13449,0.40581,0.24119,1.7913,3.2043,1.2259,0.17407,694.12,0.13133,67.659,0.99271,53.676,0.53128,4.5432,0.29978,99.115,30.83,0.084343,0.068263,0.11891,149.85,73.891,0.27155,8424.1,0.22633,0.017401
2717,0.032895,0.35649,0.23022,3.7032,49.41,1.1409,0.13602,1972.9,0.087285,131.65,1.1388,1.3435,0.33628,4.2086,0.7312,73.142,0.51783,0.11776,0.14518,0.11776,235.76,150.2,0.20039,3722.0,0.053541,0.44161
2718,-0.008194,0.29131,0.17418,1.9154,2.7132,0.93826,0.073119,1111.4,-0.008243,45.433,0.84291,0.001605,0.27406,4.384,0.20563,49.804,1.9955,0.000171,0.089775,0.000171,95.014,42.628,0.13645,4217.4,-0.018037,0.22239
2719,0.056689,0.07844,0.61994,8.9034,170.47,1.0834,0.14944,272.84,0.10053,160.86,1.1137,0.88013,2.0553,5.3036,-0.1949,44.175,-4.7171546194076655,0.081236,0.028218,0.081236,240.8,174.28,0.12103,124730.0,0.062436,0.0
2720,0.003771,0.52631,-0.048491,0.90787,-68.483,1.0118,0.028815,3571.1,0.005642,56.742,1.0366,0.12125,-0.092862,4.0757,0.25487,104.11,125.18613886907252,0.011984,0.26363,0.011984,82.751,57.408,0.28523,-577.25,0.007961,0.0
2721,0.17601,0.32942,0.38872,2.9708,-12.45,2.8861,0.099218,419.89,0.077398,35.746,1.8229,10.644,0.93882,3.6381,0.09602,27.251,2.2945,0.084683,0.035368,0.08575,42.798,39.054,0.074661,1689.3,0.26248,0.19712
2722,0.060506,0.38562,0.30671,4.1361,49.772,1.2848,0.10524,1041.0,0.059439,42.874,1.6101,3.6794,0.51505,3.8591,0.19935,30.202,0.88159,0.080084,0.078661,0.081387,77.981,46.607,0.082745,2217.2,0.098483,0.46819
2723,0.10292,0.68353,0.29595,1.433,40.93,2.5741,0.051933,1866.3,0.050941,2.5228,3.7077,464.213909138224,14.426,2.9259,0.24802,101.87,124.59806734444004,0.048578,0.17044,0.050939,132.49,2.6517,0.2791,249.51,0.32521,0.0
2724,0.36531,0.25084,0.17342,1.6914,46.549,1.0993,0.43919,189.64,0.41051,28.925,1.512,76.091,0.30122,3.4064,0.09683,141.05,124.65613081373722,0.40953,0.017365,0.40933,90.782,48.986,0.38645,442.07,0.48762,0.0
2725,0.032179,0.52019,0.36279,1.6974,23.348,1.0084,0.010305,3374.0,0.008789,0.27295,1.1313,0.087278,3.1002,3.9822,0.093082,35.062,121.03937485369993,0.008655,0.3079,0.008655,57.687,0.27524,0.09606,3482.5,0.077021,0.0
2726,0.093346,0.33685,0.26059,2.9376,168.16,0.7161,0.24653,696.43,0.14871,0.0,1.228,7.8364,0.43077,4.159,0.040372,79.583,3.6833,0.13864,0.059744,0.16463,41.77,0.0,0.21804,3758.0,0.14076,0.16174
2727,-0.13134,1.0311,-0.056779,0.94491,-65.766,2.5488,-0.05113,-2888.0,-0.058748,55.866,1.1341,-0.55576,-2.1754,3.219,0.2707,146.13,125.69285872967768,-0.010051,-0.97371,-0.021467,87.762,55.31,0.40036,-94.018,4.2181,0.0
2728,0.19259,0.25723,0.39136,4.2642,24.105,2.7914,0.097835,343.79,0.068995,28.076,1.2659,17.32,0.80075,4.4898,0.090459,16.693,9.2325,0.060874,0.030516,0.071819,65.383,29.896,0.045735,12087.0,0.25929,0.043242
2729,0.099243,0.39376,0.68481,5.4274,46.802,2.3352,0.084761,726.1,0.052591,36.787,1.3658,3.2056,4.2662,3.2395,0.13885,25.628,2.5269,0.056664,0.060932,0.060073,93.335,38.996,0.070214,1188.7,0.1637,0.39436
2730,0.11527,0.69837,-0.22188,0.63023,-84.503,2.8274,0.095139,947.62,0.04077,24.756,1.0664,0.0,-0.35681,3.7506,0.24429,112.49,1.9573,0.026566,0.15144,0.0,46.891,35.952,0.3082,-1249.3,0.38217,0.31571
2731,0.026205,0.39432,0.55711,2.8931,52.804,3.5071,0.019133,2145.0,0.007472,4.5687,1.1836,21.819,3.7489,2.6323,0.072393,30.965,124.5698186323591,0.01092,0.21714,0.0056,72.908,4.6192,0.084836,238.92,0.043265,0.0
2732,-0.015044,0.44071,0.28733,1.6717,-4.7014,0.99008,0.016337,5402.7,-0.008843,61.508,1.014,-0.13531,1.0086,3.971,0.16023,84.824,31.579,-0.013666,0.69051,-0.013666,112.71,60.898,0.2324,2688.0,-0.035652,0.030618
2733,0.060165,0.16139,0.39502,3.6357,-5.7577,1.0248,0.10409,477.81,0.056945,104.64,1.2881,0.28086,0.86799,4.2731,0.12231,47.331,17.832,0.027407,0.060091,0.027407,140.31,107.23,0.12967,7408.3,0.078846,0.015092
2734,-0.24513,0.98118,-0.41377,0.47728,-219.22,0.73395,-0.25554,-1918.3,-0.33553,77.997,0.44519,-1.9492,-0.66502,3.9176,1.3139,290.26,1.1692,-0.26558,-0.23792,-0.26558,177.8,57.245,0.79523,-3422.5,2.4312,-1.8805
2735,0.10059,0.19452,0.53136,3.7317,36.266,1.0502,0.075256,443.18,0.055775,56.375,1.099,0.55694,1.9384,3.9283,0.031557,35.026,120.39181161551308,0.053033,0.041428,0.053033,102.19,59.204,0.095961,4505.2,0.21173,0.0
2736,0.16683,0.40228,0.26865,1.6696,-19.776,1.1342,0.13691,607.17,0.11773,72.47,1.2889,1.3329,0.81373,4.3455,0.21592,94.029,297.74,0.11752,0.054772,0.11752,133.76,82.194,0.25761,5952.4,0.32063,0.00206
2737,0.0,0.30666,0.019431,1.2208,37.971,0.16934,0.007183,92023.0,0.006578,2.885,1.0336,464.2302894950784,0.02177,3.9759,1.4257,187.66,0.50842,-0.010602,-5.8985,-0.010838,90.83,2.8548,0.51414,183.84,0.0,0.30093
2738,0.009455,0.17004,0.42753,3.6116,44.498,1.8685,0.01908,1740.9,0.00506,38.628,0.9671,2266.5,1.0459,2.7102,0.041997,31.971,124.64143755568644,-0.00024,0.1618,0.004728,97.213,38.619,0.087591,219.35,0.011392,0.0
2739,0.050616,0.54927,0.30463,1.7298,-68.325,1.9339,0.053293,1945.2,0.026172,105.95,0.78277,0.0,1.0959,3.1608,0.27527,106.0,124.37885331387052,0.006486,0.34908,0.0,131.93,142.56,0.2904,441.1,0.1123,0.0
2740,-1.3556,2.1821,-1.2091,0.44589,-427.87,1.562,-0.86784,-587.55,-0.86784,9.6451,0.98553,0.0,-44.742,2.2743,1.2982,676.3,125.4398196168535,0.016079,2.1377456192567954,0.0,156.41,12.793,1.8529,-227.38,1.1468,0.0
2741,0.054636,0.64526,0.34573,2.4486,-3.1972,1.4214,0.07285,2274.5,0.040788,90.335,1.2295,408.14,0.83189,3.0168,0.44008,63.428,124.41484908448456,0.033733,0.20743,0.040888,143.53,93.488,0.17378,359.34,0.15402,0.0
2742,0.005942,0.22929,0.32984,4.7336,62.04,1.014,0.1005,1043.5,0.011085,92.373,1.3489,0.31211,0.56691,4.965,0.17794,40.972,1.534,0.030779,0.078593,0.030779,149.26,93.668,0.11225,30427.0,0.008574,0.20339
2743,-0.002368,0.98184,-0.054133,0.94486,-81.163,2.7128,0.006883,19192.0,-0.002086,70.698,1.2283,0.84941,-0.74842,3.6396,0.36088,135.41,122.38058625145992,0.024498,0.58169,0.01177,122.88,72.474,0.371,-236.1,-0.13043,0.0
2744,-0.057958,0.83988,-0.32804,0.59053,-129.27,1.8117,-0.013342,-12683.0,-0.031228,67.454,1.2388,-0.98958,-0.62258,4.0849,0.46334,155.33,3.7734,-0.039126,6.8351,-0.015625,94.916,64.914,0.42556,-3988.6,-0.36197,0.22888
2745,0.035388,0.52591,0.20886,1.5289,-42.453,1.0529,0.058453,2927.7,0.042749,106.11,0.63911,0.5039,0.5271,4.3212,0.46754,135.3,2.1194,0.047859,0.2425,0.047859,193.92,111.72,0.37067,4375.9,0.075613,0.27993
2746,0.011417,0.76681,0.005392,1.0096,-118.3,1.0956,0.046856,7516.7,0.014367,107.87,1.9165,1.0731,0.012374,4.7825,0.95657,281.24,1.5844,0.097943,0.24322,0.097943,255.93,118.18,0.77053,326.76,0.049218,0.89633
2747,0.146,0.49905,0.38789,1.7919,-32.358,2.6019,0.84669,82.683,0.056113,28.263,1.2159,0.0,3.1724,4.0948,0.07607,5354.9,254.14,0.004974,0.008087,0.0,80.253,2202.5,14.671,4824.9,0.29145,0.005312
2748,0.13482,0.71145,0.24586,1.3844,-4.0589,1.5483,0.1119,1498.9,0.10588,61.606,1.4195,2.0895,2.1472,3.9889,0.33973,166.82,8.6914,0.096094,0.14657,0.098484,164.98,68.156,0.45704,2396.5,0.46724,0.24888
2749,0.02331,0.60443,-0.16084,0.6147,-67.267,1.0512,0.095909,1515.9,0.019985,20.431,0.90739,0.44842,-0.21636,4.0496,0.39552,105.55,0.91804,0.042659,0.11043,0.042659,60.115,21.476,0.28916,-1803.0,0.070137,0.56262
2750,0.20442,0.28103,0.83674,6.5786,165.32,1.4782,0.17278,401.6,0.17118,69.482,1.2255,9.659,63.039,3.6644,-0.19441,45.37,121.0671586533624,0.18371,0.033774,0.18603,102.72,85.119,0.1243,3863.5,0.28432,0.0
2751,0.007566,0.37977,-0.12799,0.66297,-109.2,1.0219,0.046962,2225.8,0.006151,66.004,0.94781,0.18209,-0.17106,4.1399,0.28636,106.82,126.6331499746458,0.017818,0.16059,0.017818,66.699,67.452,0.29267,-1766.2,0.012198,0.0
2752,0.025394,0.6961,0.06276,1.1005,-18.72,1.0515,0.036004,4070.6,0.022547,24.576,1.6752,0.53086,0.20047,4.7805,0.39594,138.18,7.9283,0.050487,0.20644,0.050487,136.16,25.841,0.37857,3785.7,0.12692,0.35945
2753,0.20165,0.4797,0.5184,2.0807,-34.293,5.5133,0.77719,40.862,0.036574,14.76,1.7213,0.0,273.06,3.2423,0.016102,152.94,124.19617066863856,0.000904,0.003916,0.0,39.168,71.08,0.41901,905.74,0.38756,0.0
2754,0.090582,0.50964,0.39422,1.9289,44.347,2.747,0.046052,1470.5,0.041462,8.4375,1.0294,28.619,2.1733,4.3635,0.15172,59.195,115.4454433714496,0.047373,0.13457,0.041367,95.113,8.8571,0.16218,9103.9,0.18473,0.0
2755,-0.13792,0.78439,-0.032542,0.94921,-84.059,1.5953,-0.074019,-2424.7,-0.086454,81.941,1.1283,-2.2049,-0.083047,3.6793,0.48822,138.13,1.7399,-0.061257,-0.33639,-0.061157,137.88,77.212,0.37844,-155.52,-0.63965,0.66648
2756,0.13251,0.67451,0.27234,1.4038,-20.651,2.2813,0.063857,1690.0,0.058087,63.028,1.3889,6.6526,5.1235,3.7775,0.27731,115.4,123.18129338480648,0.0648,0.13295,0.06836,144.79,67.395,0.31615,1631.6,0.40712,0.0
2757,0.15766,0.14497,0.59153,5.1204,172.94,1.1903,0.22207,256.72,0.18812,87.986,1.1472,1.8488,2.233,4.7053,-0.017422,67.201,363.29,0.15532,0.027131,0.15532,222.43,104.73,0.18411,30014.0,0.18835,0.001682
2758,0.12582,0.78928,0.19232,1.2496,-96.482,1.5513,0.10607,1750.8,0.098635,131.17,1.9312,25.33,5.1978,4.4048,0.37233,201.88,119.77748192951856,0.10179,0.15799,0.09991,175.55,146.03,0.55309,4884.8,0.5971,0.0
2759,-0.084581,0.77359,-0.022469,0.95049,-3.1063,2.5933,-0.017893,-6085.2,-0.032615,0.0,1.4755,-1.3998,-0.03951,3.055,0.26192,62.688,1.3487,-0.018842,-2.2615,-0.019119,47.428,0.0,0.17175,-25.501,-0.37358,1.4125
2760,0.43369,0.11294,0.71722,7.3504,137.61,1.3504,0.30841,73.258,0.29705,19.955,2.9169,3.4753,4.223,4.6085,-0.19711,30.509,94.83578702397324,0.25736,0.007573,0.25736,49.743,26.947,0.083587,29118.0,0.52782,0.0
2761,0.073562,0.37474,0.19898,1.6735,-29.022,1.0527,0.10887,925.76,0.068345,78.95,1.1746,0.73771,0.39359,4.203,0.26095,83.656,2.5344,0.070079,0.08208,0.070079,126.11,83.111,0.2292,3175.4,0.15256,0.1644
2762,0.039265,0.79837,0.097749,1.1264,-96.229,1.023,0.030083,4415.5,0.022692,109.76,0.94631,0.28074,0.75981,4.3927,0.36344,131.67,8.5447,0.027444,0.34347,0.027444,143.64,112.28,0.36073,2414.3,0.20333,0.12825
2763,0.055357,0.56584,0.20893,1.4041,3.9003,3.021,0.037621,1817.2,0.028549,21.21,1.3187,3.3882,0.76246,3.2107,0.18116,66.69,11.28,0.06328,0.13177,0.038309,85.106,22.643,0.18271,339.43,0.12751,0.1124
2764,0.043948,0.4354,0.2668,1.682,-14.401,1.7113,0.049265,1885.0,0.034085,69.111,1.2863,1.7786,0.78012,3.8108,0.18645,87.19,213.35,0.042997,0.14589,0.042954,113.99,72.216,0.23888,1725.8,0.077838,0.002773
2765,0.25896,0.26283,0.41813,5.5757,62.352,1.5127,0.20095,315.59,0.17119,49.354,1.1153,15.781,0.85249,3.6612,0.019011,26.73,1.7789,0.17508,0.028282,0.17502,65.193,59.829,0.073232,1916.5,0.35129,0.23257
